Domanda,Risposta 1,Risposta 2,Risposta 3
Le prove sono ammesse a richiesta di parte ex art. 190 c.p.p. Il giudice:,provvede senza ritardo con ordinanza escludendo le prove vietate dalla legge e quelle che manifestamente sono superflue o irrilevanti,provvede entro trenta giorni con ordinanza comprendendo anche le prove manifestamente superflue o irrilevanti per stralciarle in sede di udienza,provvede senza ritardo con decreto escludendo le prove vietate dalla legge e quelle che manifestamente sono superflue
Chi tra questi soggetti può essere assunto come testimoni ex art. 197 c.p.p.?,l'investigatore privato,il difensore che abbia svolto attivita' di investigazione difensiva,il responsabile civile
Il testimone non può essere obbligato ex art. 198 c.p.p. a deporre su fatti:,dai quali potrebbe emergere una sua responsabilità penale,connessi alla sua sfera intima e privata,"dai quali potrebbe emergere una sua responsabilità civile, penale, amministrativa"
I prossimi congiunti dell'imputato non sono obbligati a deporre ex art. 199 c.p.p. Devono tuttavia deporre quando:,hanno presentato istanza,hanno presentato memorie difensive,essi sono testimoni di 2° grado
"Ai sensi dell'art. 200 c.p.p. non possono essere obbligati a deporre su quanto hanno conosciuto per ragione del proprio ministero, ufficio o professione:",tutte le risposte indicate,i consulenti tecnici,i farmacisti
"Se il testimone ex art. 202 c.p.p. oppone un segreto di Stato, l'autorità giudiziaria ne informa:","il Presidente del Consiglio dei ministri, ai fini dell'eventuale conferma","il Ministro degli interni, ai fini dell'eventuale conferma","il Ministro di giustizia, ai fini dell'eventuale rinvio"
La perizia è ammessa ex art. 220 c.p.p.:,quando occorre acquisire valutazioni che richiedono specifiche competenze artistiche,per stabilire la professionalità nel reato,per valutare la tendenza a delinquere
Il giudice ex art. 221 c.p.p. nomina il perito scegliendolo tra:,persone fornite di particolare competenza nella specifica disciplina,gli iscritti negli appositi ordini giuridici,i soci degli albi tecnici
Ai sensi dell'art. 222 c.p.p. a quale tra questi soggetti NON è fatto divieto di prestare ufficio di perito a pena di nullità?,chi è sottoposto a misure di sicurezza patrimoniali,chi è sottoposto a misure di sicurezza personali,chi è stato nominato consulente tecnico nello stesso procedimento
Prima di procedere all'ispezione personale ex art. 245 c.p.p. l'interessato è avvertito della facoltà:  ,di farsi assistere da persona di fiducia,di poter richiedere un ispettore dello stesso sesso o credo,di far presenziare il suo difensore purchè entro dodici ore dall'avviso
L'ispezione personale ex art. 245 c.p.p. è eseguita nel rispetto:,della dignità e del pudore di chi vi è sottoposto,della sessualità e del genere di chi vi è sottoposto,del decoro e della sensibilità di chi vi è sottoposto e di chi assiste
La perquisizione ex art. 247 c.p.p. è disposta:,con decreto motivato,con ordinanza motivata,con ordinanza
L'autorità giudiziaria per quanto riguarda le perquisizioni ex art. 247 c.p.p.:,può procedere personalmente,può disporre che l'atto sia compiuto da agenti di polizia giudiziaria delegati con apposito decreto,può procedere tramite ausiliario delegato con decreto
Le cose sequestrate ex art. 260 c.p.p. si assicurano con:,il sigillo dell'ufficio giudiziario e con le sottoscrizioni dell'autorità giudiziaria e dell'ausiliario che la assiste,il marchio dell'ufficio della procura e con le sottoscrizioni del pubblico ministero e del consulente tecnico che lo assiste,la punzonatura dell'ufficio giudiziario e con la sottoscrizione dell'ausiliario che procede
"Nei casi di sequestro nei procedimenti a carico di ignoti, la polizia giudiziaria ex art. 260 c.p.p. può procedere alla distruzione delle merci contraffatte sequestrate:","decorso il termine di tre mesi dalla data di effettuazione del sequestro, previa comunicazione all'autorità giudiziaria","decorso il termine di sei mesi dalla data di effettuazione del sequestro, previa comunicazione alla cancelleria del tribunale","decorso il termine di trenta giorni dalla data di effettuazione del sequestro, previa comunicazione all'autorità giudiziaria e alle parti in causa"
"L'autorità giudiziaria, quando occorre procedere alla rimozione dei sigilli ex art. 261 c.p.p.:",ne verifica prima l'identità e l'integrità con l'assistenza dell'ausiliario,ne verifica prima la collocazione e l'integrità con l'assistenza di un consulente tecnico,ne verifica prima l'identità e l'assenza di manomissioni con l'assistenza di un perito
Cosa accade alle somme di denaro sequestrate ex art. 262 c.p.p. se non ne è stata disposta la confisca e nessuno ne ha chiesto la restituzione?,"Trascorsi cinque anni dalla data della sentenza non più soggetta ad impugnazione, sono devolute allo Stato","Trascorsi trenta mesi dalla data della sentenza non più soggetta ad impugnazione, sono devolute alla Cassa Forense","Trascorsi tre anni dalla data della sentenza non più soggetta ad impugnazione, sono devolute al Fondo Unico Giustizia"
"Il sequestro conservativo dei beni mobili o immobili dell'imputato o delle somme o cose a lui dovute, ex art. 316 c.p.p; nei limiti in cui la legge ne consente il pignoramento, è richiesto:","dal pubblico ministero, in ogni stato e grado del processo di merito, se vi è fondata ragione di ritenere che manchino o si disperdano le garanzie per il pagamento della pena pecuniaria","dalla parte civile, in ogni stato e grado del processo di legittimità, se vi è fondata ragione di ritenere che manchino o si disperdano le garanzie per il pagamento delle obbligazioni penali derivanti dal concorso in correità","dal pubblico ministero e dalla parte civile, entro il secondo grado di giudizio di merito e legittimità, se vi è fondata ragione di ritenere che manchino o si disperdano le garanzie per il pagamento della pena pecuniaria"
La richiesta di riesame ex art. 324 c.p.p. è presentata:,nella cancelleria del tribunale entro dieci giorni dalla data di esecuzione del provvedimento che ha disposto il sequestro,nella cancelleria del tribunale entro venti giorni dalla data di esecuzione del decreto che ha disposto il sequestro,presso il tribunale entro tre giorni dalla data di esecuzione del decreto che ha disposto il sequestro
Sulla richiesta di riesame decide ex art. 324 c.p.p. il tribunale del capoluogo della provincia nella quale ha sede l'ufficio che ha emesso il provvedimento:  ,"in composizione collegiale, nel termine di dieci giorni dalla ricezione degli atti","in composizione monocratica, nel termine di venti giorni dalla ricezione degli atti","in composizione collegiale, nel termine di quindici giorni dalla ricezione degli atti"
La dichiarazione di rinuncia alla querela ex art. 339 c.c.p. può anche essere fatta:,"oralmente a un ufficiale di polizia giudiziaria il quale, accertata l'identità del rinunciante, redige verbale, sottoscritto dal dichiarante per produrre effetti","a mezzo di procuratore speciale, con dichiarazione sottoscritta, rilasciata nella cancelleria del tribunale","a mezzo di difensore, con dichiarazione espressa, rilasciata all'interessato"
Le sommarie informazioni dalla persona nei cui confronti vengono svolte le indagini ex art. 350 c.p.p. sono assunte:,"con la necessaria assistenza del difensore, al quale la polizia giudiziaria dà tempestivo avviso","con la eventuale assistenza del difensore, al quale la polizia giudiziaria dà tempestivo avviso entro tre ore","con la necessaria assistenza del tutore, al quale la polizia giudiziaria dà avviso entro 48 ore prima delle indagini"
"Nella flagranza del reato o nel caso di evasione, ex art. 352 c.p.p. gli ufficiali di polizia giudiziaria procedono:",a perquisizione locale quando hanno fondato motivo di ritenere che ivi si trovi la persona sottoposta alle indagini,a perquisizione generale quando hanno fondato motivo di ritenere che all'interno di una struttura o complesso si trovi l'evaso,a perquisizione personale quando hanno fondato motivo di ritenere che sulla persona si trovino occultate indizi pertinenti al reato che possono essere consumati o ingoiati
La polizia giudiziaria ex art. 352 c.p.p. trasmette al pubblico ministero del luogo dove la perquisizione è stata eseguita il verbale delle operazioni compiute:,"senza ritardo, e comunque non oltre le quarantotto ore","con tempestivo avviso, e comunque non oltre le dodici ore","con tempestivo avviso, e comunque non oltre le settantadue ore"
"Quando vi è necessità di acquisire plichi sigillati o altrimenti chiusi, l'ufficiale di polizia giudiziaria ex art. 353 c.p.p.:",li trasmette intatti al pubblico ministero per l'eventuale sequestro,li trasmette immediatamente all'autorità giudiziaria per l'eventuale perizia,li trasmette intatti all'autorità giudiziaria per il conseguente sequestro
"Quando vi è necessità di acquisire lettere, pieghi, pacchi, valori, telegrammi o altri oggetti di corrispondenza ex art. 353 c.p.p. gli ufficiali di polizia giudiziaria, in caso di urgenza, ordinano a chi è preposto al servizio postale, telegrafico, telematico o di telecomunicazione:",di sospendere l'inoltro,di inoltrarli alla cancelleria del tribunale,di effettuare il sequestro preventivo
"Nel caso in cui abbia proceduto a sequestro, ex art. 355 c.p.p. la polizia giudiziaria:",enuncia nel relativo verbale il motivo del provvedimento e ne consegna copia alla persona alla quale le cose sono state sequestrate,enuncia nel relativo verbale il motivo del provvedimento e ne consegna copia all'ausiliario o agente al quale le cose sono state affidate in custodia,enuncia nel relativo verbale l'esito del provvedimento e ne consegna copia alla cancelleria del tribunale
La polizia giudiziaria redige verbale di quale dei seguenti atti ex art. 357 c.p.p.?,tutte le risposte indicate,istanze presentate oralmente,perquisizioni
La documentazione dell'attività di polizia giudiziaria è posta a disposizione del pubblico ministero. A disposizione del pubblico ministero ex art. 357 sono altresì poste:,le querele presentate per iscritto,le denunce presentate oralmente,le perizie di parte
"Chi ha notizia che nei suoi confronti sono svolte indagini, ex art. 374 c.p.p. ha facoltà di presentarsi:",al pubblico ministero e di rilasciare dichiarazioni  ,ad un ufficiale di polizia giudiziaria e di rilasciare dichiarazioni,alla procura della repubblica in compagnia di un difensore e di rilasciare spontanee informazioni
"Quando si tratta di procedere ad atti di interrogatorio o confronto, ex art. 376 c.p.p. l'accompagnamento coattivo:",è disposto dal pubblico ministero su autorizzazione del giudice,è disposto dall'autorità giudiziaria per decreto su richiesta delle parti,è disposto dal pubblico ministero su autorizzazione del procuratore
Gli ufficiali e gli agenti di polizia giudiziaria ex art. 380 c.p.p. procedono all'arresto di chiunque é colto in flagranza:,"di un delitto non colposo, consumato o tentato, per il quale la legge stabilisce la pena dell'ergastolo o della reclusione non inferiore nel minimo a cinque anni e nel massimo a venti anni","di un delitto non colposo, consumato, per il quale la legge stabilisce la pena dell'ergastolo o della reclusione non inferiore nel minimo a quattro anni e nel massimo a ventidue anni","di un delitto doloso, consumato, per il quale la legge stabilisce la pena della reclusione non inferiore nel minimo a tre anni e nel massimo a venti anni"
